Institution_Srce,Institution_Strd
八仙橋巡防局,八仙橋巡防局
八仙橋巡防西局,八仙橋巡防局
八善堂,八善堂
八旗,Remove
八旗奉直會館,八旗會館
八路,Remove
八馬沙遜洋行,沙遜洋行
公　頭店,Remove
公估局,公估局
公信恒,Remove
公債司,Remove
公共,Remove
公共公,英界會審公廨
公共公　准,英界會審公廨
公共公堂,英界會審公廨
公共公廨,英界會審公廨
公共公廨兪讞員會,英界會審公廨
公共公廨刑事科,英界會審公廨
公共公廨寳讞員會,英界會審公廨
公共公廨寶讞員會,英界會審公廨
公共公廨店,英界會審公廨
公共公廨會,英界會審公廨
公共公廨部,英界會審公廨
公共公廨闗讞員會,英界會審公廨
公共公廨關讞員會,英界會審公廨
公共公癬,英界會審公廨
公共分廨,英界會審公廨
公共化,Remove
公共工程處,工部局
公共工部,工部局
公共工部局,工部局
公共工部局刑事科,工部局
公共工部局捐務處,工部局
公共工部局電汽處,工部局
公共捕房,工部局總巡捕房
公共捕房刑事科,公共捕房
公共捕房刑事稽查處,公共捕房
公共捕房當局,公共捕房
公共捕房稽査處,公共捕房
公共捕房總稽查處,公共捕房
公共會審,公共公廨
公共租界,Remove
公共租界公堂,英界會審公廨
公共租界公廨,英界會審公廨
公共租界工部局,工部局
公共租界工部局地產委員會,工部局地產委員會
公共租界工部局房租佔價上訴妥員會,工部局房租佔價上訴妥員會
公共租界工部局水價研究委員會,工部局水價研究委員會
公共租界捕,Remove
公共租界會審公堂,英界會審公廨
公共租界納稅華人會,公共租界納稅華人會
公共租界總巡捕房,工部局總巡捕房
公共總巡捕房,公共租界總巡捕房
公共總巡捕房刑事稽查處,公共租界總巡捕房
公利,公利
公利鐵廠,公利鐵廠
公務局,上海市工務局
公勤實業社,公勤實業社
公勤鐵廠,公勤鐵廠
公司,Remove
公呈縣公署,Remove
公呈警廳,Remove
公和,Remove
公和來顏料靛靑股份有限公司,公和來顏料靛靑公司
公和來顏料靛靑號股份有限公司,公和來顏料靛靑公司
公和幫,Remove
公和店,公和店
公和泰,Remove
公和祥,Remove
公和祥棧,公和祥棧
公和祥棧房,公和祥棧
公和祥船局,公和祥船局
公和輪,Remove
公團,英界會審公廨
公堂,Remove
公堂山,Remove
公堂科,Remove
公大,Remove
公大發作舖,Remove
公大祥,Remove
公大米,Remove
公大莊,Remove
公大錢庄,公大錢庄
公安,Remove
公安·社會,Remove
公安一分局長,公安一分局
公安三分局二分所,公安三分局
公安公用土地工務四局,Remove
公安公駐,Remove
公安分,Remove
公安局,上海市公安局
公安局偵緝隊長,公安局偵緝隊
公安局第一區總署,上海市工務局
公安局第三科,公安局
公安局第二區,公安局
公安局長,公安局
公安社會,Remove
公安第,公安局
公安第一分,公安第一分局
公安第一分局長,公安第一分局
公安財政公用局,Remove
公官局,Remove
公平,Remove
公平洋行,公平洋行
公平洋行東投英公堂,公平洋行
公平洋行東控,公平洋行
公平洋行西人至英總領事署,公平洋行
公平洋行西人至英領事署,公平洋行
公平繅絲公司,公平繅絲公司
公平繅絲局,公平繅絲公司
公平行,公平洋行
公幹業,Remove
公廟,Remove
公廨,會審公廨
公廨文牘,Remove
公廨關讞員會,英界會審公廨
公廨集房,Remove
公廳,Remove
公建,Remove
公愼祥,Remove
公所,Remove
公教,Remove
公昌洋貨,Remove
公明府,Remove
公易洋行,公易洋行
公會,Remove
公正拿能派利,Remove
公正輪船,Remove
公永紡織廠,公永紡織廠
公泰,Remove
公泰染織廠,公泰染織廠
公泰洋,Remove
公泰祥,Remove
公濟司,Remove
公生明眼鏡,Remove
公生泰,Remove
公用,Remove
公用公安社會三局,Remove
公用土地四局,Remove
公用局,上海公用務局
公用局碼頭倉庫科,公用局
公用工務,Remove
公益玻璃瓶廠,公益玻璃瓶廠
公盛　北貨行,公盛南北貨行
公禀總工程局,南巿馬路工程局
公福押店,公福押店
公福泰豐,Remove
公立十校,Remove
公約組,Remove
公署,Remove
公義,Remove
公義局,公義局
公義碼頭人,Remove
公興,Remove
公興分局,公興分局
公興小押,Remove
公興染織廠,公興染織廠
公興毛刷牛骨猪鬃廠,公興毛刷牛骨猪鬃廠
公興酒店,公興酒店
公茂,Remove
公茂鹽,Remove
公董,公董局
公董局,公董局
公裕,Remove
公記,Remove
公記信成號烟,公記信成號
公記塌車,Remove
公賣分,Remove
公路,Remove
公道洋行,公道洋行
公順,Remove
公順魚,Remove
公餘,Remove
公館,Remove
六區棉紡織業公會,六區棉紡織業公會
六壽,Remove
六安,Remove
六灶油車行,六灶油車行
六邑旅滬同鄉會,六邑旅滬同鄉會
六鋪,Remove
六鋪巡防局,南市六鋪巡防局
六露軒,Remove
六馬路仁濟善堂,仁濟善堂
六馬路仁濟善堂籌賑公所,仁濟善堂籌賑公所
六馬路仁濟堂,仁濟善堂
共公堂,英界會審公廨
共公廨刑事科,英界會審公廨
共同黨,Remove
共和,Remove
共産主義,Remove
共産黨,共產黨
共軍第十旅十一旅,共軍
共黨,共產黨
共黨政治局,共產黨
兵備道,兵備道署
兵刑三部,Remove
兵刑二部,Remove
兵工專門學校,兵工專門學校
兵部,Remove
兵部職,Remove
兵馬司衙門,兵馬司
兵马司,Remove
其昌,Remove
其昌萬利,Remove
其美,Remove
具保堂,具保堂
典質業同人友誼會,典質業同人友誼會
兹聞,Remove
兹英公堂,英界會審公廨
兹蒙絲業會館,上海北巿絲業會館
兹馬路工程局,南巿馬路工程局
内務府,内務府
内務次長,内務府
内地,Remove
内局,Remove
内府,Remove
内廷,Remove
内李梯記處,Remove
内閣,Remove
内閣部,内閣
冋道署,Remove
再凝堂,Remove
最時,Remove
冠生園,冠生園食品公司
冠生園 ,冠生園食品公司
冠生園股份有限公司,冠生園食品公司
冠生園食品公司,冠生園食品公司
冠生園食品股份有限公司,冠生園食品公司
冠益食品製造廠有限公司,冠生園食品公司
冠美印刷有限公司,冠美印刷公司
冬舫,Remove
冬防局,冬防局
冰鮮魚行同業公會,冰鮮魚行同業公會
冲風灣,Remove
冶坊,Remove
冶城山,Remove
冶金業工人,Remove
凇滬警備部電警局,凇滬警備部電警局
凉茶,Remove
凌　閣古玩鋪,凌　閣古玩鋪
凌承志,Remove
凌盈記,Remove
凌雲閣,Remove
凝善堂,凝善堂
凡納,Remove
凡邇軍,Remove
凱利煙廠股份有限公司,凱利煙廠公司
凱利西國,Remove
出店社,Remove
出所,Remove
出羽黨,Remove
函云恒益酒店,恒益酒店
分司,Remove
分堂,Remove
分局,Remove
分局長,Remove
分府,Remove
分府署,Remove
分文局,Remove
分會,Remove
分營,Remove
分署,Remove
分臺,Remove
分莊,Remove
分行,Remove
分防廳,分防廳
分隊,Remove
刑一 科,刑事處
刑九,Remove
刑事,Remove
刑事偵察處,刑事處
刑事科,刑事科
刑事稽查處,刑事科
刑事股,刑事股
刑事處,上海市警察局
刑事處二科,刑事處
刑事處專術,刑事處
刑事處水上分局,刑事處水上分局
刑事處海軍駐滬辦事處,刑事處
刑事處行動總隊,刑事處
刑事處警官處第二科,刑事處
刑事處警察局司法處,刑事處
刑事處警局,刑事處
刑事處關於產業處理局,刑事處
刑事警官處,刑事處
刑事警察消防火場糾察隊,刑事警察消防火場糾察隊
刑事警察處,刑事處
刑二,刑二庭
刑二科,刑事處
刑司,刑司
刑案,Remove
刑警,刑警隊
刑部,刑部
刑部南所,刑部
列些厘公司,列些釐公司
列會捕局,會捕局
列沙遜洋行,沙遜洋行
列河工局,河工局
列法公堂,法界會審公廨
列法會,法界會審公廨
列禾郡精嚴禪寺,嚴禪寺
列穌省捕盜局,穌省捕盜局
列英公堂,英界會審公廨
列豐,Remove
初級,Remove
判廳,Remove
判解,Remove
別動總隊,Remove
別發行,Remove
刦永太昌烟紙店,永太昌烟紙店
利亞實業公司,利亞實業公司
利亨錢莊,利亨錢莊
利同源籌振彩,Remove
利名,Remove
利名洋行,利名洋行
利和洋行,利和洋行
利和靛行,利和靛行
利士,Remove
利士行,利士洋行
利局,Remove
利川,Remove
利川小火,Remove
利工銀行,利工銀行
利康,Remove
利康小錢莊,利康錢莊
利文墨水廠,利文墨水廠
利昌布店,利昌布店
利昌洋行,利昌洋行
利泰,Remove
利泰外國雜貨,Remove
利源,Remove
利源棧,利源棧
利源通,利源通洋貨號
利濟,Remove
利盛橡膠廠,利盛橡膠廠
利興,Remove
利良濟藥局,利良濟藥局
利華,Remove
利華汽車五金,Remove
利記,Remove
利記交易所,利記交易所
利記板,Remove
利記洋東,Remove
利記洋行投英總領事署,利記洋行
利記行,利記行
利豐厚,Remove
利順祥,Remove
别發洋行,Remove
制台,Remove
制府,Remove
制憲,Remove
制憲委,Remove
制軍,Remove
刷染,Remove
刺吏,Remove
刻洋藥局,刻洋藥局
剃頭,Remove
前　邑尊復升堂,Remove
前分府,Remove
前報列公盛號,公盛號
前報列德豐糖棧,德豐糖棧
前報辨志文會,志文會
前州商團,Remove
前廣四學院,廣四學院
前廣益善堂司,廣益善堂司
前日軍署,日軍署
前日巡防西局,巡防西局
前柱縣署,柱縣署
前江千,Remove
前綫日報,綫日報
前茂生昌店,茂生昌店
前衢郡局,衢郡局
前託赫總稅務司,總稅務司
前農工商局,農工商局
副司令部,副司令部
副河泊司,Remove
副領事,Remove
副領事會,副領事會
剿共建國萬元勞軍大會,上海市各界剿共建國萬元勞軍大會
剿匪總指,Remove
劉人興客棧,劉人興客棧
劉制軍,兩粵劉制軍
劉大年,Remove
劉峴莊宫,Remove
劉投院,Remove
劉東來木匠店,Remove
劉軍,劉制軍
劉鎭軍,劉制軍
劍用營,Remove
加定縣地檢處,加定縣地檢處
加拿大警察局,加拿大警察局
加政府,Remove
加薪委,Remove
助水分,Remove
動幹部,Remove
動車,Remove
務公,Remove
務司,Remove
務商小學,務商小學
務局,Remove
務工會,Remove
務教育,Remove
務本堂,務本堂
務社,Remove
務科,Remove
務科長,Remove
務稅課大使,Remove
務處,Remove
勝利橡膠號臨時,勝利橡膠號
勝春園,勝春園
勝月水管工程行,勝月水管工程行
勞勃,Remove
勞勃司,Remove
勞慶堂,勞慶堂
勞羅,Remove
勞資仲裁委員會,勞資仲裁委員會
勞資仲裁會,勞資仲裁委員會
勞資會,勞資仲裁委員會
勞資評斷委員會,勞資評斷委員會
勞資評斷會,勞資評斷委員會
勞資調節會,勞資仲裁委員會
募集基金委,募集基金委員會
勤來鏡廠,勤來鏡廠
勤南慶記紗管廠,勤南慶記紗管廠
勤工造紙廠,勤工造紙廠
勤思堂,勤思堂
勤生瑞記染織廠,勤生瑞記染織廠
勤興紡織衫襪廠,勤興紡織衫襪廠
勤豐,Remove
勤豐紗管廠,勤豐紗管廠
勤豐紡織廠,勤豐紡織廠
勵志社,勵志社
勸募二五庫券委員會主席團及基金保管委員會,勸募二五庫券委員會主席團及基金保管委員會
勸業道,Remove
勺水居畫社,勺水居畫社
化威,Remove
化學系,Remove
化粧品業同業公會,化粧品業同業公會
化莠堂,化莠堂
化華,Remove
北中絲業會館籌賑公所,上海北巿絲業會館賑公所
北京,Remove
北京中國銀行,中國銀行
北京中孚銀行,中孚銀行
北京公寓,Remove
北京南開,Remove
北京政治學會,北京政治學會
北京淸華學校,淸華大學
北京財政部鹽務署,財政部鹽務署
北京貧兒院,北京貧兒院
北京輪船,Remove
北京醫學研究,Remove
北京銀行公㑹,北京銀行公㑹
北京銀行公會,北京銀行公會
北京電信,Remove
北伐,Remove
北伐軍,北伐軍隊
北公估,Remove
北公會,Remove
北六圖,Remove
北兵,Remove
北協,Remove
北司法科,Remove
北四川分局,北四川分局
北城,Remove
北大,北京大學
北大醫學院長,北京大學醫學院
北局,Remove
北巿,Remove
北巿公估,Remove
北巿六馬路仁濟善堂,仁濟善堂
北巿盆湯衖絲業會,北巿盆湯弄絲業會館
北巿絲業會籌賑公所,上海北巿絲業會館賑公所
北巿絲業會舘,上海北巿絲業會館
北巿絲業會舘籌賑公所,上海北巿絲業會館賑公所
北巿絲業會館,上海北巿絲業會館
北巿絲業會館壽振公所,上海北巿絲業會館賑公所
北巿絲業會館籌振所,上海北巿絲業會館賑公所
北巿絲業會館賑公所,上海北巿絲業會館賑公所
北市,Remove
北市仁濟醫院,仁濟醫院
北市匯豐銀行,匯豐銀行
北市巨豐錢莊,巨豐錢莊
北市業會館籌賑公所,上海北巿絲業會館賑公所
北市盆湯弄絲業會,北巿盆湯弄絲業會館
北市盆湯笋絲業會館,北巿盆湯弄絲業會館
北市盆湯衖絲業會,北巿盆湯弄絲業會館
北市絲業會,上海北巿絲業會館
北市絲業會舘籌賑公所,上海北巿絲業會館賑公所
北市絲業會館,上海北巿絲業會館
北市絲業會館籌振公所,上海北巿絲業會館賑公所
北市絲業會館籌賑公所,上海北巿絲業會館賑公所
北市絲業會館賑公所,上海北巿絲業會館賑公所
北市絲線,Remove
北市縣業會館籌賑公所,上海北巿絲業會館賑公所
北師畿,Remove
北帮,Remove
北平北京大學,北京大學
北平市參議會,北京市參議會
北平市社會局,北京市社會局
北平幫,Remove
北平新新戲院,北京新新戲院
北平梨園公會,北京梨園公會
北平法院,北京法院
北平行轅,Remove
北平財政整委會,北京財政整委會
北平電報局長,北京電報局
北戯鴻堂,北戯鴻堂
北棲流所,滬北棲流公所
北洋,Remove
北洋威逺,Remove
北洋會典館,北洋會典館
北洋水師,北洋水師
北洋通商大臣,北洋通商大臣事務署
北洋通商大臣事務署,北洋通商大臣
北海關稅司,北海關稅司
北淇泰控,Remove
北溪釐局,北溪釐局
北瀾,Remove
北甯路材料,Remove
北盛記鐵,Remove
北票煤礦公司,北票煤礦公司
北萬馨糕,Remove
北站,北火車站
北站分局,北站分局
北站區人民法院,北站區人民法院
北站警分局,北站警分局
北站警察分局,北站警分局
北米帮,Remove
北署,Remove
北誠信,Remove
北警局長,北站警分局
北路,Remove
北巡防局,北巡防局
北關公約,Remove
北雲記,Remove
北震源,Remove
北香,Remove
北馬橋,Remove
北麗生,Remove
匠店,Remove
匠頭,Remove
匣捐總局,匣捐總局
匪新成分局,新成分局
匪海軍警衛營,海軍警衛營
匪警局,上海市警察局
匪警局刑事處偵緝科,上海市警局刑事處
匪警局輸林分局,上海市警局輸林分局
匪軍,Remove
匯中,Remove
"匯利棉織
廠","匯利棉織
廠"
匯司,Remove
匯安,Remove
匯安司,Remove
匯安洋廣貨店,匯安洋廣貨店
匯安洋廣貨鋪,匯安洋廣貨店
匯山,Remove
匯山捕,Remove
匯山捕房派,匯山捕房
匯康莊,匯康錢莊
匯德,Remove
匯德豐,Remove
匯德豐小錢,匯德豐小錢莊
匯德豐洋行,匯德豐洋行
匯德豐錢,匯德豐錢莊
匯昌公司,Remove
匯昌參行,Remove
匯昌糖,Remove
匯明電筒電池製造廠,匯明電池製造廠
匯明電箇電池製造廠,匯明電池製造廠
匯源漆,Remove
匯票業,Remove
匯總洋行,匯總洋行
匯豊銀行,匯豐銀行
匯豐,匯豐銀行
匯豐太古,匯豐太古
匯豐銀行,匯豊銀行
匯豐銀行匯,匯豐銀行
匯豐錢莊,匯豐錢莊
匯通,Remove
區　　公會,Remove
區一分,區一分署
區三段,Remove
區兵站,Remove
區區會,Remove
區敵產業處理局,區敵產業處理局
區昌,Remove
區會,Remove
區烟酒事務局長,區烟酒事務局
區經高,Remove
區總署,Remove
區署,Remove
區行,Remove
區警,Remove
區警察,Remove
十三七鋪,Remove
十三保九,Remove
十三團,Remove
十三鋪,Remove
十二　國軍,十二路國軍
十二圖,Remove
十二圖團,Remove
十二圩電燈公司,十二圩電燈公司
十五分會,Remove
十五分隊,Remove
十五國民電,Remove
十人團,Remove
十八團,Remove
十六,Remove
十六　　　　局,Remove
十六　巡防中局,十六舖巡防局
十六匍巡防局,南市十六舖巡防局
十六舖,Remove
十六舖巡防局,南市十六舖巡防局
十六舗,Remove
十六鋪,Remove
十六鋪中局,十六鋪巡防中局
十六鋪保甲巡防中局,南市十六鋪保甲巡防中局
十六鋪保甲巡防南局,十六鋪巡防南局
